"FieldName","FieldLabel","DataType","SourceTable","ValueSet"
"ANIMAL_PET_EXPOSURE","Did the patient have any pets at home or was exposed to pets during the POI?","Selection","GeneralModel","ANIMAL_PET_EXPOSURE"
"ANIMAL_PET_EXPOSURE_ADDRESS","Address of exposure","String","GeneralModel",""
"ANIMAL_PET_EXPOSURE_BIRDS_CONTACTS_ILL","Have others with contact to the birds been ill?","Selection","GeneralModel","ANIMAL_PET_EXPOSURE_BIRDS_CONTACTS_ILL"
"ANIMAL_PET_EXPOSURE_BIRDS_CONTACTS_ILL_DETAILS","Provide details","TextArea","GeneralModel",""
"ANIMAL_PET_EXPOSURE_BIRDS_DIE","Have any of the birds died?","Selection","GeneralModel","ANIMAL_PET_EXPOSURE_BIRDS_DIE"
"ANIMAL_PET_EXPOSURE_BIRDS_DIE_DATES","Date(s)","Date","GeneralModel",""
"ANIMAL_PET_EXPOSURE_BROUGHT_DEAD_ANIMALS_HOME","Have the pet(s) brought home any dead animals?","Selection","GeneralModel","ANIMAL_PET_EXPOSURE_BROUGHT_DEAD_ANIMALS_HOME"
"ANIMAL_PET_EXPOSURE_DATE_FROM","Date of pet exposure from","Date","GeneralModel",""
"ANIMAL_PET_EXPOSURE_DATE_TO","Date of pet exposure to","Date","GeneralModel",""
"ANIMAL_PET_EXPOSURE_LOCATION","Where were you exposed to pets?","Selection [Multiple]","GeneralModel","ANIMAL_PET_EXPOSURE_LOCATION"
"ANIMAL_PET_EXPOSURE_NATURE_OF_EXP","Nature of pet exposure","String","GeneralModel",""
"ANIMAL_PET_EXPOSURE_TYPE","Type of pet you were exposed to","Selection [Multiple]","GeneralModel","ANIMAL_PET_EXPOSURE_TYPE"
"ANIMAL_PET_EXPOSURE_TYPE_OTHER_SPECIFY","Specify","String","GeneralModel",""
"ANIMAL_PET_EXPOSURES_BIRDS_DIED_NUMBER","Number of birds that died","Number","GeneralModel",""
"ANIMAL_RECEIVE_BITE","Did the patient receive an animal bite (including wild and domestic animals?)","Selection","GeneralModel","ANIMAL_RECEIVE_BITE"
"ANIMAL_RECEIVE_BITE_ANIMAL_TYPE","What animal bit the patient?","String","GeneralModel",""
"ANIMAL_SICK_OR_DEAD_CONTACT","Did the patient have contact with sick or dead animals?","Selection","GeneralModel","ANIMAL_SICK_OR_DEAD_CONTACT"
"ANIMAL_SKIN_DRESS_EAT_WILD_GAME","Did/does the patient skin, dress, or eat wild game?","Selection","GeneralModel","ANIMAL_SKIN_DRESS_EAT_WILD_GAME"
"ANIMAL_SKIN_DRESS_EAT_WILD_GAME_SPECIFY","Specify type of game","String","GeneralModel",""
"ANIMAL_TOUCH_MANURE","Did the patient touch cow manure?","Selection","GeneralModel","ANIMAL_TOUCH_MANURE"
"ANIMAL_TYPE","Specify type of animal","ReferenceCode","GeneralModel","ANIMAL_TYPE"
"ANIMAL_VISIT_LIV_FARM_PETTING_ZOO","Specify","Selection [Multiple]","GeneralModel","ANIMAL_VISIT_LIV_FARM_PETTING_ZOO"
"ANIMAL_VISIT_LIVE_FARM_PETTING_ZOO","Does the patient live/work on a farm or visit a farm or petting zoo?","Selection","GeneralModel","ANIMAL_VISIT_LIVE_FARM_PETTING_ZOO"
"ANIMAL_WILD_BIRD_EXPOSURE","Exposure to wild birds?","Selection","GeneralModel","ANIMAL_WILD_BIRD_EXPOSURE"
"ANIMAL_WILD_BIRD_EXPOSURE_TYPE_BIRD","Type of bird","String","GeneralModel",""
"ANTACID_EXPOSURE","Antacid","ReferenceCode","GeneralModel","ANTACIDS"
"ANTACID_EXPOSURE_DATES","Specify dates","String","GeneralModel",""
"ANTACID_EXPOSURE_OTHER_DESC","Specify other antacid","String","GeneralModel",""
"ANTACID_EXPOSURE_POI","Did the patient take antacids during period of interest?","Selection","GeneralModel","ANTACID_EXPOSURE_POI"
"ANTI_HBC_DATE","Anti-HBc date","Date","HepModel",""
"ANTI_HBC_DATE_2","Second anti-HBc date","Date","HepModel",""
"ANTI_HBC_DATE_PRE","Anti-HBc date","Date","HepModel",""
"ANTI_HBC_DATE_SUBSEQUENT","Subsequent anti-HBc date","Date","HepModel",""
"ANTI_HBC_IGM","IgM Anti-HBc","Date","HepModel",""
"ANTI_HBC_IGM_RESULT","IgM Anti-HBc result","Selection","HepModel","ANTI_HBC_IGM_RESULT"
"ANTI_HBC_RESULT","Anti-HBc result","Selection","HepModel","ANTI_HBC_RESULT"
"ANTI_HBC_RESULT_2","Second anti-HBc result","Selection","HepModel","ANTI_HBC_RESULT_2"
"ANTI_HBC_RESULT_PRE","Anti-HBc result","Selection","HepModel","ANTI_HBC_RESULT_PRE"
"ANTI_HBC_RESULT_SUBSEQUENT","Subsequent anti-HBc result","Selection","HepModel","ANTI_HBC_RESULT_SUBSEQUENT"
"ANTI_HBS_DATE","Anti-HBs date","Date","HepModel",""
"ANTI_HBS_DATE_2","Second anti-HBs date","Date","HepModel",""
"ANTI_HBS_DATE_PRE","Anti-HBs date","Date","HepModel",""
"ANTI_HBS_DATE_SUBSEQUENT","Subsequent anti-HBs date","Date","HepModel",""
"ANTI_HBS_RESULT","Anti-HBs result","Selection","HepModel","ANTI_HBS_RESULT"
"ANTI_HBS_RESULT_2","Second anti-HBs result","Selection","HepModel","ANTI_HBS_RESULT_2"
"ANTI_HBS_RESULT_PRE","Anti-HBs result","Selection","HepModel","ANTI_HBS_RESULT_PRE"
"ANTI_HBS_RESULT_SUBSEQUENT","Subsequent anti-HBs result","Selection","HepModel","ANTI_HBS_RESULT_SUBSEQUENT"
"ANTI_HDV_DATE","Anti-HDV collection date","Date","HepModel",""
"ANTI_HDV_RESULT","Anti-HDV result","Selection","HepModel","ANTI_HDV_RESULT"
"ANTIBIOTIC","Antibiotic name","ReferenceCode","GeneralModel","CS_ANTIBIOTICS"
"ANTIBIOTIC_BEFORE_STOOL_SAMPLE","Did the patient take antibiotics before submitting a stool sample?","Selection","GeneralModel","ANTIBIOTIC_BEFORE_STOOL_SAMPLE"
"ANTIBIOTIC_BEFORE_STOOL_SAMPLE_DAYS","How many days before stool sample?","Number","GeneralModel",""
"ANTIBIOTIC_DAYS_TAKEN","Days taken","Number","GeneralModel",""
"ANTIBIOTIC_DOSAGE_SCHEDULE","Dosage schedule","String","GeneralModel",""
"ANTIBIOTIC_EXPOSURE","Antibiotic","ReferenceCode","GeneralModel","CS_ANTIBIOTICS"
"ANTIBIOTIC_EXPOSURE_2_WK","Did infant receive antibiotic in the 2 weeks prior to onset of present illness?","Selection","GeneralModel","ANTIBIOTIC_EXPOSURE_2_WK"
"ANTIBIOTIC_EXPOSURE_2_WK_AGE","Age of infant when antibiotic was started","String","GeneralModel",""
"ANTIBIOTIC_EXPOSURE_2_WK_REASON","Reason for antibiotic","String","GeneralModel",""
"ANTIBIOTIC_EXPOSURE_3_MO","Did the patient take antibiotics in the 3 months before onset?","Selection","GeneralModel","ANTIBIOTIC_EXPOSURE_3_MO"
"ANTIBIOTIC_EXPOSURE_CONDITION_TREATED","Condition being treated","String","GeneralModel",""
"ANTIBIOTIC_EXPOSURE_END_DATE_TEXT","Antibiotic completed date","Date","GeneralModel",""
"ANTIBIOTIC_EXPOSURE_ROUTE","Route of administration","Selection","GeneralModel","ANTIBIOTIC_EXPOSURE_ROUTE"
"ANTIBIOTIC_EXPOSURE_START_DATE_TEXT","Antibiotic start date","Date","GeneralModel",""
"ANTIBIOTIC_SPECIFY","Specify","String","GeneralModel",""
"ANTIBIOTIC_START_DATE","Start date","Date","GeneralModel",""
"ANTIBIOTIC_STOP_DATE","Antibiotic stop date","Date","GeneralModel",""
"ANTIBIOTIC_TREATMENT","Antibiotics given","Selection","GeneralModel","ANTIBIOTIC_TREATMENT"
"ANTIBIOTICS","Specify medication name","ReferenceCode","STDModel","ANTIBIOTICS"
"ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION","Treatment adequate therapy for this infection","Selection","STDModel","ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION"
"ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION_OVERRIDE","Override treatment adequacy","Selection [Multiple]","STDModel","ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION_OVERRIDE"
"ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION_OVERRIDE_COMMENTS","Override comments Note written by: ${Answer.ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION_OVERRIDE_USER} Date and time: ${Answer.ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION_OVERRIDE_TIMESTAMP}","TextArea","STDModel",""
"ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION_OVERRIDE_TIMESTAMP","Timestamp","String","STDModel",""
"ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION_OVERRIDE_USER","Note written by","String","STDModel",""
"ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION_OVERRIDE_VALUE","Override treatment adequacy override value","Selection","STDModel","ANTIBIOTICS_ADEQUATE_THERAPY_FOR_INFECTION_OVERRIDE_VALUE"
"ANTIBIOTICS_COMMENTS","Treatment comments Note written by: ${Answer.ANTIBIOTICS_USER} Date and time: ${Answer.ANTIBIOTICS_TIMESTAMP}","TextArea","STDModel",""
"ANTIBIOTICS_DOSE","Dose","ReferenceCode","STDModel","AB_DOSE"
"ANTIBIOTICS_DURATION","Duration","ReferenceCode","STDModel","AB_DURATION"
"ANTIBIOTICS_DURING_IX_PERIOD","Antibiotics during interview period","ReferenceCode","STDModel","YNUR"
"ANTIBIOTICS_DURING_IX_PERIOD_SPECIFY","What antibiotics were used in the previous 2 months (or interview period)?","ReferenceCode","STDModel","SURRG_ABX_IX"
"ANTIBIOTICS_DURING_IX_PERIOD_SPECIFY_OTHER","Specify ""Other""","TextArea","STDModel",""
"ANTIBIOTICS_DURING_PERIOD","Antibiotics during interview period","String","STDModel",""
"ANTIBIOTICS_FACILITY","Facility/provider","Party","STDModel",""
"ANTIBIOTICS_FACILITY_CITY","City","String","STDModel",""
"ANTIBIOTICS_FACILITY_COUNTRY","Country","String","STDModel",""
"ANTIBIOTICS_FACILITY_COUNTY","County","String","STDModel",""
"ANTIBIOTICS_FACILITY_EMAIL","Email address","String","STDModel",""
"ANTIBIOTICS_FACILITY_FAX","Fax number","String","STDModel",""
"ANTIBIOTICS_FACILITY_FULL_NAME","Name","String","STDModel",""
"ANTIBIOTICS_FACILITY_ISLAND","Island","String","STDModel",""
"ANTIBIOTICS_FACILITY_STATE","State","String","STDModel",""
"ANTIBIOTICS_FACILITY_STREET_ADDRESS_1","Street address","String","STDModel",""
"ANTIBIOTICS_FACILITY_STREET_ADDRESS_2","Street address 2","String","STDModel",""
"ANTIBIOTICS_FACILITY_TELEPHONE","Phone number","String","STDModel",""
"ANTIBIOTICS_FACILITY_ZIP_CODE","Zip code","String","STDModel",""
"ANTIBIOTICS_FOR_DISEASE","Patient received treatment","Selection","STDModel","ANTIBIOTICS_FOR_DISEASE"
"ANTIBIOTICS_FOR_DISEASE_NO_REASON","Reason not treated","ReferenceCode","STDModel","NO_TREATMENT"
"ANTIBIOTICS_FOR_DISEASE_NO_REASON_OTHER_SPECIFY","Specify other reason","String","STDModel",""
"ANTIBIOTICS_FOR_DISEASE_OTHER_DESC","Please specify medication","String","STDModel",""
"ANTIBIOTICS_FREQUENCY","Frequency","ReferenceCode","STDModel","AB_FREQ"
"ANTIBIOTICS_NOT_ADEQUATE_THERAPY_PROVIDER_CONTACT","Provider contacted","Selection","STDModel","ANTIBIOTICS_NOT_ADEQUATE_THERAPY_PROVIDER_CONTACT"
"ANTIBIOTICS_NOT_ADEQUATE_THERAPY_PROVIDER_CONTACT_DATE","Date provider contacted","Date","STDModel",""
"ANTIBIOTICS_NOT_ADEQUATE_THERAPY_PROVIDER_CONTACT_NAME","Person contacted at provider location","String","STDModel",""
"ANTIBIOTICS_ROUTE","Route","Selection","STDModel","ANTIBIOTICS_ROUTE"
"ANTIBIOTICS_START_DATE","Date treatment started","Date","STDModel",""
"ANTIBIOTICS_START_DATE_UNKNOWN","Start date unknown","Selection [Multiple]","STDModel","ANTIBIOTICS_START_DATE_UNKNOWN"
"ANTIBIOTICS_STOP_DATE","Date treatment stopped","Date","STDModel",""
"ANTIBIOTICS_TIMESTAMP","Timestamp","String","STDModel",""
"ANTIBIOTICS_USER","Note written by","String","STDModel",""
"ANTIMALARIAL","Therapy for this attack","ReferenceCode","GeneralModel","ANTIMALARIALS"
"ANTIMALARIAL_OTHER_DESC","Other therapy for this attack","String","GeneralModel",""
"ANTIULCER_EXPOSURE","Ulcer medication","ReferenceCode","GeneralModel","ANTIULCERS"
"ANTIULCER_EXPOSURE_DATES","Specify dates","String","GeneralModel",""
"ANTIULCER_EXPOSURE_OTHER_DESC","Specify other ulcer medication","String","GeneralModel",""
"ANTIULCER_EXPOSURE_POI","Did the patient take any ulcer medications during period of interest?","Selection","GeneralModel","ANTIULCER_EXPOSURE_POI"
"ANTIVIRAL","Antiviral name","ReferenceCode","GeneralModel","CS_ANTIVIRALS"
"ANTIVIRAL_SPECIFY","Specify","String","GeneralModel",""
"ANTIVIRAL_START_DATE","Start date","Date","GeneralModel",""
"ANTIVIRAL_STOP_DATE","Stop date","Date","GeneralModel",""
"ANTIVIRAL_TREATMENT","Antiviral treatment","Selection","GeneralModel","ANTIVIRAL_TREATMENT"
"ANTIVIRAL_TREATMENT_BRAND_DOSE","Anti-viral treatment brand/dose","ReferenceCode [HEP_ANTIVIRALS]","HepModel","HEP_ANTIVIRALS"
"ANTIVIRAL_TREATMENT_BRAND_DOSE_OTHER","Specify","String","HepModel",""
"ANTIVIRALS_USED_IN_OUTBREAK_RESIDENTS","Were antivirals used for treatment of residents during the outbreak?","Selection","GeneralModel","ANTIVIRALS_USED_IN_OUTBREAK_RESIDENTS"
"ANTIVIRALS_USED_IN_OUTBREAK_RESIDENTS_DATE_PROPHY","Date antiviral use for resident's prophylaxis started","Date","GeneralModel",""
"ANTIVIRALS_USED_IN_OUTBREAK_RESIDENTS_DATE_TREATMENT","Date antiviral use for resident's treatment started","Date","GeneralModel",""
"ANTIVIRALS_USED_IN_OUTBREAK_RESIDENTS_NUMBER","Number of people prophylaxed","String","GeneralModel",""
"ANTIVIRALS_USED_IN_OUTBREAK_RESIDENTS_TYPE","Antiviral used in the outbreak","ReferenceCode","GeneralModel","CS_ANTIVIRALS"
"ANTIVIRALS_USED_IN_OUTBREAK_STAFF","Were antivirals used for treatment of staff during the outbreak?","Selection","GeneralModel","ANTIVIRALS_USED_IN_OUTBREAK_STAFF"
"ANTIVIRALS_USED_IN_OUTBREAK_STAFF_DATE_PROPHY","Date antiviral use for staff's prophylaxis started","Date","GeneralModel",""
"ANTIVIRALS_USED_IN_OUTBREAK_STAFF_DATE_TREATMENT","Date antiviral use for staff's treatment started","Date","GeneralModel",""
"ANTIVIRALS_USED_IN_OUTBREAK_STAFF_NUMBER","Number of people prophylaxed","String","GeneralModel",""
"ANTIVIRALS_USED_IN_OUTBREAK_STAFF_TYPE","Antiviral used in the outbreak","ReferenceCode","GeneralModel","CS_ANTIVIRALS"
"ANY_OVER_5_OUTPUT","This Is a Case (>=5 Capillary or Venous):","String","LeadModel",""
"APGAR_ONE_MINUTE_SCORE_VALUE","SCORE","Number","GeneralModel",""
"APGAR_SCORE","Apgar Score","Selection","GeneralModel","APGAR_SCORE"
"APGAR_SCORE_FIVE_MINUTE_VALUE","FIVE MINUTE SCORE","Number","GeneralModel",""
"APPOINTMENT_TYPE","Appointment type?","String","GeneralModel",""
"APPROVAL_AUTHORITY","Approved by ...","String","GeneralModel",""
"APPROVAL_REQUIRED","Approval required","Selection","GeneralModel","APPROVAL_REQUIRED"
"ART_CURRENTLY","Are you now taking any ARVs?","Selection","STDModel","ART_CURRENTLY"
"ART_END_DATE","Date of last ARV use","Date","STDModel",""
"ART_EVER","Ever taken any antiretroviral medications (ARVs)?","Selection","STDModel","ART_EVER"
"ART_EVER_SPECIFY","Name(s) of ARV medication taken","Selection [Multiple]","STDModel","ART_EVER_SPECIFY"
"ART_EVER_START_DATE","Date first began","Date","STDModel",""
"ART_HIV_12_MOS","Anti-retroviral therapy for diagnosed HIV infection in the last 12 months?","ReferenceCode","STDModel","YNUR"
"ART_HIV_EVER","Anti-retroviral therapy for diagnosed HIV infection ever?","ReferenceCode","STDModel","YNUR"
"ARTHRALGIA","Arthralgia/arthritis (complication)?","Selection","GeneralModel","ARTHRALGIA"
"ARV_ADHERENT_LAST_30_DAYS","Number of times ARV dose missed in last 30 days","Number","STDModel",""
"ARV_ADHERENT_LAST_60_DAYS","Number of times ARV dose missed in last 60 days","Number","STDModel",""
"ARV_ADHERENT_LAST_90_DAYS","Number of times ARV dose missed in last 90 days","Number","STDModel",""
"ARV_BEGAN_DATE","Date ARV began","Date","STDModel",""
"ARV_LAST_USE_DATE","Date of last ARV use","Date","STDModel",""
"ARV_SPECIFY","Specify ARV","ReferenceCode","STDModel","ART"
"ARV_USE","Used or is currently using antiretroviral medication (ARV)","Selection","STDModel","ARV_USE"
"ASPERGILLOSIS","Aspergillosis","Selection","GeneralModel","ASPERGILLOSIS"
"ASSIGNED_INTERVIEW_DATE","Date first assigned for interview","Date","STDModel",""
"ASSIGNED_INTERVIEW_WORKER","Worker interview assigned to","User","STDModel",""
"ASSOCIATED_WITH_OTHER_CASES","Is this patient's illness associated with any other human tularemia cases?","Selection","GeneralModel","ASSOCIATED_WITH_OTHER_CASES"
"ASSOCIATED_WITH_OUTBREAK","Associated with an outbreak","Selection","HepModel","ASSOCIATED_WITH_OUTBREAK"
"ASSOCIATED_WITH_OUTBREAK_FOOD","Food item","String","HepModel",""
"ASSOCIATED_WITH_OUTBREAK_NAME","Which outbreak?","String","HepModel",""
"ASSOCIATED_WITH_OUTBREAK_SOURCE","Specify other source","String","HepModel",""
"ASSOCIATED_WITH_OUTBREAK_TYPE","Type of outbreak","Selection","HepModel","ASSOCIATED_WITH_OUTBREAK_TYPE"
"AST_DATE","AST test date","Date","HepModel",""
"AST_TEST_RESULT","AST test result","String","HepModel",""
"ASYMMETRIC_FLACCID_PARALYSIS","Did the patient suffer Asymmetric flaccid paralysis?","Selection","GeneralModel","ASYMMETRIC_FLACCID_PARALYSIS"
"ATTED_DAYCARE_WITH_DIARRHEA","Did the child attend daycare with a diarrheal illness?","Selection","GeneralModel","ATTED_DAYCARE_WITH_DIARRHEA"
"ATTEMPT_CONTACT_CASE_CONTACT_DATE","Date of attempt to reach case (Attempted by: ${Answer.ATTEMPT_CONTACT_CASE_CONTACT_USER} Answered on ${Answer.ATTEMPT_CONTACT_CASE_CONTACT_TIMESTAMP})","Date","GeneralModel",""
"ATTEMPT_CONTACT_CASE_CONTACT_PHONE","Telephone numbers called","String","GeneralModel",""
"ATTEMPT_CONTACT_CASE_CONTACT_RESULTS","Outcome of attempt to reach case","Selection","GeneralModel","ATTEMPT_CONTACT_CASE_CONTACT_RESULTS"
"ATTEMPT_CONTACT_CASE_DATE_COVID19_SCREENER_FORM","Date of attempt to reach case for COVID19 screener/short form","Date","GeneralModel",""
"ATTEMPT_CONTACT_CONTACT_DATE","Date of attempt to reach contact (Attempted by: ${Answer.ATTEMPT_CONTACT_CONTACT_USER} Answered on ${Answer.ATTEMPT_CONTACT_CONTACT_TIMESTAMP})","Date","HepModel",""
"ATTEMPT_CONTACT_CONTACT_DATE","Date of attempt to reach contact (Attempted by: ${Answer.ATTEMPT_CONTACT_CONTACT_USER} Answered on ${Answer.ATTEMPT_CONTACT_CONTACT_TIMESTAMP})","Date","GeneralModel",""
"ATTEMPT_CONTACT_CONTACT_NOTES","Notes on attempt to reach contact","TextArea","GeneralModel",""
"ATTEMPT_CONTACT_CONTACT_NOTES","Notes on attempt to reach contact","TextArea","HepModel",""
"ATTEMPT_CONTACT_CONTACT_PHONE","Telephone numbers called","String","HepModel",""
"ATTEMPT_CONTACT_CONTACT_PHONE","Telephone numbers called","String","GeneralModel",""
"ATTEMPT_CONTACT_CONTACT_RESULTS","Outcome of attempt to reach contact","Selection","GeneralModel","ATTEMPT_CONTACT_CONTACT_RESULTS"
"ATTEMPT_CONTACT_CONTACT_RESULTS","Outcome of attempt to reach contact","Selection","HepModel","ATTEMPT_CONTACT_CONTACT_RESULTS"
"ATTEMPT_CONTACT_CONTACT_TIMESTAMP","Timestamp","String","HepModel",""
"ATTEMPT_CONTACT_CONTACT_TIMESTAMP","Timestamp","String","GeneralModel",""
"ATTEMPT_CONTACT_CONTACT_USER","User","User","GeneralModel",""
"ATTEMPT_CONTACT_CONTACT_USER","User","User","HepModel",""
"ATTEND_DAYCARE_DATE_FROM","From date:","Date","GeneralModel",""
"ATTEND_DAYCARE_TO_DATE","To date:","Date","GeneralModel",""
"ATTEND_FIRST_MEDICAL_CARE_APPOINTMENT","Attended first medical appointment","Selection","STDModel","ATTEND_FIRST_MEDICAL_CARE_APPOINTMENT"
"ATTEND_LARGE_GATHERING","Did you attend any large gatherings (e.g. parties, luaus, festivals, weddings, banquets or fairs) where food or drink was served?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"ATTEND_LARGE_GATHERING_CONSUME","Did you consume any food or drink at this gathering?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"ATTEND_LARGE_GATHERING_DATE_TEXT","Date of gathering","Date","GeneralModel",""
"ATTEND_LARGE_GATHERING_NAME","Specify location/name of gathering","String","GeneralModel",""
"ATTEND_LARGE_GATHERING_OTHERS_ILL","Do you know other people who attended this gathering who became ill?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"ATTEND_LARGE_GATHERING_OTHERS_ILL_CONTACT","Specify contact name and phone number who can be called for more information about the gathering","String","GeneralModel",""
"ATTEND_REGULAR_GROUP_ACTIVITIES","Are there any other group activities you regularly attend where food or drink was served?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"ATTEND_REGULAR_GROUP_ACTIVITIES_CONSUME","Did you consume any food or drink at this group activity?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"ATTEND_REGULAR_GROUP_ACTIVITIES_DATE_TEXT","Date of group activity","Date","GeneralModel",""
"ATTEND_REGULAR_GROUP_ACTIVITIES_NAME","Specify location/name of group activity","String","GeneralModel",""
"ATTEND_REGULAR_GROUP_ACTIVITIES_OTHERS_ILL","Do you know other people who attended this group activity who became ill?","ReferenceCode","GeneralModel","FOOD_ANSWERS"
"ATTEND_REGULAR_GROUP_ACTIVITIES_OTHERS_ILL_CONTACT","Specify contact name and phone number who can be called for more information about the group activity","String","GeneralModel",""
"ATTEND_REGULAR_GROUP_ACTIVITIES_TYPE","Specify other type of group activity","String","GeneralModel",""
"AUTOIMMUNE_DISORDERS","Autoimmune disorders","Selection","GeneralModel","AUTOIMMUNE_DISORDERS"
"AUTOPSY","Was an autopsy performed?","Selection","STDModel","AUTOPSY"
"AUTOPSY_PERFORMED","Autopsy performed","Selection","GeneralModel","AUTOPSY_PERFORMED"
"AUTOPSY_PERFORMED","Autopsy performed","Selection","HepModel","AUTOPSY_PERFORMED"
"AUTOPSY_SPECIMEN_SENT_NATL_PRION_CENTER","Were autopsy specimens sent to the National Prion Disease Pathology Surveillance Center?","Selection","GeneralModel","AUTOPSY_SPECIMEN_SENT_NATL_PRION_CENTER"
"AVG_NO_HOURS_OUTDOORS","Average number of hours spent outdoors each day?","Selection","GeneralModel","AVG_NO_HOURS_OUTDOORS"
"AZITH_MIC","AZITH_MIC","String","STDModel",""
"AZITH_SUSC","AZITH_SUSC","String","STDModel",""
"BACTERIAL_SPECIES_ISOLATION","Bacterial Species isolation from any normally sterile site","Selection","GeneralModel","BACTERIAL_SPECIES_ISOLATION"
"BACTERIAL_SPECIES_ISOLATION_OTHER_SPECIFY","Specify","String","GeneralModel",""
"BEHAVIORAL_RISK_PROFILE","Behavioral risk profile","Selection","STDModel","BEHAVIORAL_RISK_PROFILE"
"BETA_LAC","BETA_LAC","String","STDModel",""
"BF_FACILITY_UID","Facility at birth","Party","STDModel",""
"BF_FACILITY_UID_CITY","City","String","STDModel",""
"BF_FACILITY_UID_COUNTRY","Country","String","STDModel",""
"BF_FACILITY_UID_COUNTY","County","String","STDModel",""
"BF_FACILITY_UID_EMAIL","Email address","String","STDModel",""
"BF_FACILITY_UID_FAX","Fax number","String","STDModel",""
"BF_FACILITY_UID_FULL_NAME","Name","String","STDModel",""
"BF_FACILITY_UID_ISLAND","Island","String","STDModel",""
"BF_FACILITY_UID_STATE","State","String","STDModel",""
"BF_FACILITY_UID_STREET_ADDRESS_1","Street address","String","STDModel",""
"BF_FACILITY_UID_STREET_ADDRESS_2","Street address 2","String","STDModel",""
"BF_FACILITY_UID_TELEPHONE","Phone number","String","STDModel",""
"BF_FACILITY_UID_ZIP_CODE","Zip code","String","STDModel",""
"BIOPSY_SPECIMEN_SENT_NATL_PRION_CENTER","Were biopsy specimens sent to the National Prion Disease Pathology Surveillance Center?","Selection","GeneralModel","BIOPSY_SPECIMEN_SENT_NATL_PRION_CENTER"
"BIRTH_CERT_NUMBER","Birth certificate number","String","STDModel",""
"birth_date","","Date","ids_party",""
"BIRTH_DATE","Birth date","Date","GeneralModel",""
"BIRTH_DATE","Birth date","Date","HepModel",""
"BIRTH_DATE","Birth date","Date","STDModel",""
